device,chipset,system,game,performance,driver,emulator,update,notes,date added
Retroid Pocket 5,sd865,switch,Minecraft: Nintendo Switch Edition (legacy Console),Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.16,"There are 3 different configurations I found that have advantages and disadvantages. 1. Handheld mode, 1x resolution This is the most stable setting, but is only 720p and has a 7-chunk render distance. Perfect 60fps, extremely rarely freezes (but there is auto-save every minute or so, so don't worry). 2. Docked mode, 0.75x resolution. Less stable, but gives a 810p resolution (not a typo, it is actually 810p) and has a 10-chunk render distance. Gameplay is almost always at 60fps, with rare dips to 55 or so. Freezes are infrequent, but not impossible. 3. Docked mode, 1x resolution. The least stable, but most impressive graphics. 1080p and 10-chunk render distance. Performance is also almost always at 60fps, but freezes are pretty common, maybe every 10-15 minutes or so. Also, make sure you use Turnip Driver 9v2 AND cubeb audio. Audio is totally messed up without cubeb.",2025/08/09
Retroid Pocket 5,sd865,switch,Naruto Ultimate Ninja Storm 2,Perfect,Turnip 24.3.0 9v2,Sudachi,1,"Working perfectly pretty much out of the box, 30fps solid at 1x",2025/08/09
Retroid Pocket 5,sd865,switch,Ufo 50,Unplayable,Qualcomm 0.746.0,Yuzu,1,"Wouldn't work on YUZU no matter what I do. Back screen 0 FPS. I tried every driver I could, but no dice. Works perfectly in Eden though",2025/08/08
Retroid Pocket 5,sd865,switch,Ufo 50,Perfect,Turnip 23.3.0-devel,Eden,1,"Wouldn't work on YUZU but works on Eden right out of the box, seemingly perfectly",2025/08/08
Retroid Pocket 5,sd865,switch,Outlast,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.1,Prod Key 20.0.0 with last release of Yuzu. Played for 30 minutes and it kept a pretty stable 30 FPS at 1x resolution. No issues I could see during that time at all.,2025/08/08
Retroid Pocket 5,sd865,switch,Saints Row Iv,Unplayable,Turnip 24.3.0 9v2,Eden,1,doesnt even load,2025/08/08
Retroid Pocket 5,sd865,switch,Warriors Abyss,Unplayable,Turnip 24.3.0 9v2,Eden,1,does load menu but lag at loading in game,2025/08/08
Retroid Pocket 5,sd865,switch,Cookie Clicker,Perfect,Qualcomm 0.746.0,Eden,1.0.3,"Its Cookie Clicker, of course it runs well. Locked 60.",2025/08/07
Retroid Pocket 5,sd865,switch,The Legend Of Zelda: Echoes Of Wisdom,Unplayable,Turnip 24.3.0 9v2,Yuzu,1.4.0.0,Freezes in the middle of loading the game,2025/08/07
Retroid Pocket 5,sd865,switch,Raidou Remastered The Mystery Of The Soulless Army,Unplayable,Turnip 24.3.4-Unified (@Mr_Purple_666),Sudachi,1,"The game runs fine, but for some reason crashes as soon as you try to WALK?? Really weird. Tried a few more drivers and had no luck whatsoever",2025/08/07
Retroid Pocket 5,sd865,switch,"Warhammer 40,000: Boltgun",Perfect,Turnip 24.3.0 9v2,Eden,1.0.0.7,Need to use Prod Key v18.0.0 and use exact update and turnip driver listed or it will NOT work. This also runs perfect on Sudachi. Expect minor initial stutters as the emulator savesshader cache. Runs 30fps stable.,2025/08/06
Retroid Pocket 5,sd865,switch,Balatro,Perfect,Qualcomm 0.746.0,Yuzu,1,Just buy the game on Android and support the developer!,2025/08/06
Retroid Pocket 5,sd865,switch,Ender Magnolia Bloom In The Mist,Playable,Turnip 24.3.0 9v2,Citron,0.6,"v1.0 &amp; v1.0.1 handheld mode, high accuracy game will stutter during combat and drop frames",2025/08/06
Retroid Pocket 5,sd865,switch,Pinball Fx,Unplayable,Turnip 24.3.0 9v2,Citron,1,Games launches into menu and as soon as you press a button to advance it crashes. Tested multiple drivers and settings,2025/08/06
Retroid Pocket 5,sd865,switch,The Legend Of Zelda: Tears Of The Kingdom,Great,Turnip 24.3.0 9v2,Eden,1,-,2025/08/06
Retroid Pocket 5,sd865,switch,The Legend Of Zelda: Tears Of The Kingdom,Great,Turnip 24.3.4-Unified (@Mr_Purple_666),Eden,1,-,2025/08/06
Retroid Pocket 5,sd865,switch,Animal Crossing New Horizons,Perfect,Turnip 24.3.0 9v2,Yuzu,2.0.8,-,2025/08/05
Retroid Pocket 5,sd865,switch,Front Mission 3,Great,Qualcomm 0.746.0,Sudachi,1.0.1,-,2025/08/05
Retroid Pocket 5,sd865,switch,9th Dawn Remake,Perfect,Qualcomm 0.777,Sudachi,1.175,-,2025/08/05
Retroid Pocket 5,sd865,switch,30xx,Perfect,Qualcomm 0.777,Sudachi,1.1.03,Screen is inverted (upside down) and crashes after a few minutes,2025/08/05
Retroid Pocket 5,sd865,switch,A Short Hike,Perfect,Qualcomm 0.777,Sudachi,1.9.21,Completed Game. No issues,2025/08/05
Retroid Pocket 5,sd865,switch,Advance Wars 1+2 Re-boot Camp,Perfect,Qualcomm 0.777,Sudachi,1.0.0,-,2025/08/05
Retroid Pocket 5,sd865,switch,Anomaly Agent,Perfect,Qualcomm 0.777,Sudachi,1.0.0.15,-,2025/08/05
Retroid Pocket 5,sd865,switch,Ato,Perfect,Qualcomm 0.777,Sudachi,1.0.0,-,2025/08/05
Retroid Pocket 5,sd865,switch,20 Minutes Till Dawn,Perfect,Turnip 24.3.0 9v2,Sudachi,1.1.1,-,2025/08/05
Retroid Pocket 5,sd865,switch,Ace Attorney Investigations Collection,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.0.1,-,2025/08/05
Retroid Pocket 5,sd865,switch,Animal Well,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.5,-,2025/08/05
Retroid Pocket 5,sd865,switch,Annalynn,Perfect,Turnip 24.3.0 9v2,Sudachi,1.6.1,-,2025/08/05
Retroid Pocket 5,sd865,switch,Another Code Recollection,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.0,-,2025/08/05
Retroid Pocket 5,sd865,switch,Ao Tennis 2,Playable,Turnip 24.3.0 9v2,Sudachi,1.0.0,Runs at 20-30 FPS,2025/08/05
Retroid Pocket 5,sd865,switch,Armored Lab Force Vulvehicles,Perfect,Turnip 24.3.0 9v2,Sudachi,1,-,2025/08/05
Retroid Pocket 5,sd865,switch,Astral Ascent,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.14,-,2025/08/05
Retroid Pocket 5,sd865,switch,Axiom Verge,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.2,If you install update it is not recognised in Sudachi,2025/08/05
Retroid Pocket 5,sd865,switch,The Legend Of Heroes: Trails From Zero,Unplayable,Turnip 25.2.0 R4,Eden,1.4,Runs and starts great but then Constant 0 fps crashes with audio still playing. Ive tried most of the recent drivers,2025/08/05
Retroid Pocket 5,sd865,switch,Astral Chain,Perfect,Turnip 25.3.0-R1,Sudachi,1.0.1,-,2025/08/05
Retroid Pocket 5,sd865,switch,Castle Crashers,Unplayable,Turnip 24.3.0 9v2,Sudachi,-,"Sound works, but no picture.",2025/07/31
Retroid Pocket 5,sd865,switch,Xenoblade Chronicles Definitive Edition,Unplayable,Turnip 25.2.0,Eden,0.0.3,"Runs at a decent framerate, but there are constant and severe graphical glitches",2025/07/31
Retroid Pocket 5,sd865,switch,Planet Of Lana,Playable,Mesa Turnip 24.3.0 R9 v2,Sudachi,1.2.0.0,Plays really well but there is an black screen error in about 20 mins into the game. There is no mod yet to fix this as of 30/7/2025,2025/07/30
Retroid Pocket 5,sd865,switch,The Legend Of Heroes: Trails From Zero,Perfect,Turnip 24.3.0 9v2,Sudachi,1,-,2025/07/30
Retroid Pocket 5,sd865,switch,The Legend Of Zelda: Echoes Of Wisdom,Great,GPU 0.746.0 Qualcomm,Sudachi,1.0.2,Needs a mod for the blur and unlocking fps. Some graphical glitches. Run mailbox mandatory for now. Super fun!,2025/07/29
Retroid Pocket 5,sd865,switch,Persona 5 Royal,Great,Mr.Purple T19,Eden,1,"Works well with 60fps mod, however some crashes may happen. Change accuracy level to High if crashes happen",2025/07/29
Retroid Pocket 5,sd865,switch,Mario Party Superstars,Unplayable,Qualcomm 0.746.0,Sudachi,1.1.1,Crashes after choosing to start a campaign. Also crashes when going to Mt. Minigames and choosing Free Play.,2025/07/29
Retroid Pocket 5,sd865,switch,Dredge,Perfect,Mesa Turnip 24.3.0 R9 v2,Citron,1.5.3,-,2025/07/29
Retroid Pocket 5,sd865,switch,Destroy All Humans!,Playable,Turnip 24.3.4-Unified (@Mr_Purple_666),Yuzu,1,"Technically runs, around 20-30 fps. 1x Rez, mailbox, shaders on and max clock. Not a great experience for such a great game.",2025/07/29
Retroid Pocket 5,sd865,switch,Torchlight 3,Perfect,Turnip 24.3.4-Unified (@Mr_Purple_666),Sudachi,1.9.1,Runs great. Shaders and clock enabled.,2025/07/29
Retroid Pocket 5,sd865,switch,Minecraft Legends,Great,Turnip 24.3.0 9v2,Eden,1.18.19068.0,Handheld mode 20-40 fps depending on scene. Played a few hours without issue. force adreno overclock,2025/07/28
Retroid Pocket 5,sd865,switch,Mega Man Legacy Collection 2,Perfect,default,Yuzu,1,-,2025/07/28
Retroid Pocket 5,sd865,switch,Mega Man X Legacy Collection,Perfect,default,Yuzu,1,-,2025/07/28
Retroid Pocket 5,sd865,switch,Mega Man X Legacy Collection 2,Perfect,default,Yuzu,1,-,2025/07/28
Retroid Pocket 5,sd865,switch,Megam Man Legacy Collection,Perfect,default,Yuzu,1,-,2025/07/28
Retroid Pocket 5,sd865,switch,River City Girls,Perfect,default,Citron,1,"When Booting it up on Yuzu, it gets stuck on Loading Shaders, But loading it up on Citron Boots it up immediately with no Problems",2025/07/28
Retroid Pocket 5,sd865,switch,River City Girls 2,Perfect,default,Yuzu,1,Boots up and Runs No Problem,2025/07/28
Retroid Pocket 5,sd865,switch,Pokemon,Perfect,Qualcomm 0.746.0,Sudachi,1,-,2025/07/27
Retroid Pocket 5,sd865,switch,Pokemon Shining Pearl,Perfect,Qualcomm 0.746.0,Yuzu,1,-,2025/07/27
Retroid Pocket 5,sd865,switch,Asterix &amp; Obelix Xxl3: The Crystal Menhir,Perfect,Turnip 24.3.0 9v2,Eden,1,27-30 fps Docked Mode 1080p DC: On Force Max: On Asyncrone: On,2025/07/27
Retroid Pocket 5,sd865,switch,Asterix &amp; Obelix Xxxl: The Ram From Hibernia,Perfect,Turnip 24.3.0 9v2,Eden,1,30 fps (The main menu runs at 18 fps) Docked Mode 1080p DC: On Force Max: On Asyncrone: On,2025/07/27
Retroid Pocket 5,sd865,switch,Beat Cop,Perfect,Turnip 24.3.0 9v2,Yuzu,1,60 fps Docked Mode 1080p DC: On Force Max: On Asyncrone: On,2025/07/27
Retroid Pocket 5,sd865,switch,Bud Spencer &amp; Terence Hill - Slaps And Beans 2,Perfect,Turnip 24.3.0 9v2,Yuzu,1,60 fps Docked Mode 1080p DC: On Force Max: On Asyncrone: On,2025/07/27
Retroid Pocket 5,sd865,switch,Persona 5 Royal,Perfect,Turnip 25.2.0 R2,Citron,1,-,2025/07/27
Retroid Pocket 5,sd865,switch,Batman Arkham Asylum,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.1,25-30 FPS Docked Mode Resolution x0.75,2025/07/26
Retroid Pocket 5,sd865,switch,Batman Arkham City,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.2,30 Fps Handeld Mode Resolution x1,2025/07/26
Retroid Pocket 5,sd865,switch,Animal Crossing: New Horizons,Perfect,Turnip 24.3.0 9v2,Citron,2.0.6,Citron is back in development! Settings: Docked 1x Res. 30FPS Locked Turn on Force Maximum Clocks and Asynchronous Shaders If audio is stuttering/crackling change output to cubeb Everything else default.,2025/07/25
Retroid Pocket 5,sd865,switch,Kirby And The Forgotten Land,Great,Turnip 24.3.0 9v2,Citron,1,"Game plays beautifully for the most part, even on 1x res. The only issue is that the game sometimes crashes at the very end of a level/world; still looking for a solution for this.",2025/07/25
Retroid Pocket 5,sd865,switch,Super Mario Odyssey,Perfect,Turnip 25.2.0 R11,Eden,1,"Limitar porcentaje emulación: 85% Docked mode = On Resolution: 0,5x Vsync = Off Two hous playing without problems",2025/07/25
Retroid Pocket 5,sd865,switch,Persona 5 Royal,Perfect,Turnip Driver 24.1.0 r18 fix for a6xx,Yuzu,1,Docked Mode. Accuray level high.Resolution 0.75 Vsync mode FIFO (On) Use asynchronous shaders on disk shader cache on audiocubeb Api vulkan CPU backend dynarmic (slow) CPU accuracy auto high performance fan on sport 13:25 minutes beat castle 5/9 also clear shader cache if you have issues 30 fps,2025/07/25
Retroid Pocket 5,sd865,switch,Legend Of Zelda: Breath Of The Wild,Perfect,turnip_mrpurple T19,Citron,1.6.0,The same settings as the other submissions for the game The most important setting is Force maximum clocks since it makes sure that the game doesn't go down to 20fps and stays at 30 fps The next import thing is this driver (https://github.com/MrPurple666/purple-turnip/releases/tag/vturnip_mrpurple-T19-toasted.adpkg) by mrpurple that will fix the visual glitches in the dungeons The game runs at 1x with a few frame drops when rendering shaders,2025/07/25
Retroid Pocket 5,sd865,switch,Dave The Diver,Perfect,Qualcomm 0.746.0,Yuzu,1.0.4.1040,"Stable gameplay at 30 FPS in Docked Mode. Resolution set to 1× (1080p) for better performance and native fidelity. FIFO sync mode enabled to prevent screen tearing. Window Adaptation Filter set to Bicubic for smoother visuals, with FSR Sharpness at 10% for subtle image enhancement. FXAA anti-aliasing and 2× anisotropic filtering ensure clean visuals. Disk shader cache, asynchronous shaders, and reactive flushing enabled for maximum stability. Force Max Clocks disabled. No significant FPS drops experienced.",2025/07/24
Retroid Pocket 5,sd865,switch,Dorfromantik,Perfect,Qualcomm 0.746.0,Citron,-,"Runs perfect, you should play this game.",2025/07/24
Retroid Pocket 5,sd865,switch,Our Summer Festivals 2,Perfect,Qualcomm v615. 77,Sudachi,1.0.15,Set Accuracy Level to High. No need to change other settings. I played two times with these settings and it went perfectly well.,2025/07/24
Retroid Pocket 5,sd865,switch,Our Summer Festivals 2,Perfect,Qualcomm v615. 77,Sudachi,1.0.15,"Uses both firmware and prodkeys 19.0.1. Set Accuracy Level High. Disable shader cache. Dont change anything else, this is the complete setting. Make sure play High Performance on your retroid pocket flip 2.",2025/07/24
Retroid Pocket 5,sd865,switch,Lego Marvel Superheroes,Unplayable,Turnip 24.3.0 9v2,Sudachi,1,Won't go over 15 even in 0.25,2025/07/24
Retroid Pocket 5,sd865,switch,Teenage Mutant Ninja Turtles: Splintered Fate,Perfect,Turnip 24.3.4-Unified (@Mr_Purple_666),Sudachi,1.9.0,"It works perfectly, between 50-60 FPS",2025/07/24
Retroid Pocket 5,sd865,switch,The Legend Of Zelda: Breath Of The Wild,Great,Turnip 24.3.4-Unified (@Mr_Purple_666),Citron,1.6.0,Very stable with the 1.6.0 BOTW update. Hovers around 26-30fps at 1x res and consistently 28-30fps at .75 res.,2025/07/24
Odin 2 Portal,sd8g2,switch,Metroid Dread,Perfect,Mesa Turnip Driver V25.2.0-R2,Citron,-,Game runs flawlessly with Mesa Turnip Driver V25.2.0-R2. Attempted with revision 5 and 7 and ran into crashes during game beginning cut scene.,2025/07/23
Odin 2 Portal,sd8g2,switch,Tetris Effect,Perfect,Mesa Turnip Driver V25.2.0-R2,Citron,-,Mesa Turnip Driver V25.2.0-R2 seems to be the holy grail on games for the Odin 2 portal. Attempted multiple drivers. Game still plays but ran into issues when attempting to reload after a loss in a level. System would drop to 0 fps and Citron would crash.,2025/07/23
Odin 2 Portal,sd8g2,switch,Zelda Botw,Perfect,Mesa Turnip Driver V25.2.0-R7,Citron,1.6.0,Update 1.6.0 really helped this game run with better frame rates. Barely any drops in framerates and game runs as it does on the Secret Console.,2025/07/23
Odin 2 Portal,sd8g2,switch,Super Mario Wonder,Perfect,Mesa Turnip Driver V25.2.0-R7,Citron,1,Runs flawlessly with Mesa Turnip Driver V25.2.0-R2 through R7. Played in single and multiplayer mode with 0 issues.,2025/07/23
Odin 2 Portal,sd8g2,switch,Shadow Labyrinth,Perfect,Mesa Turnip Driver V25.2.0-R7,Citron,-,60fps steady with Mesa Turnip Driver V25.2.0-R7 and R2,2025/07/23
Odin 2 Portal,sd8g2,switch,Astral Chain,Unplayable,Multiple,Citron,-,attempted to play this game on Citron using multiple drivers including the stock driver and game locks up as soon as you get to naming portion.,2025/07/23
Retroid Pocket 5,sd865,switch,Baba Is You,Perfect,Qualcomm 0.746.0,Eden,1,-,2025/07/23
Retroid Pocket 5,sd865,switch,Omori,Perfect,Qualcomm 0.746.0,Eden,1,-,2025/07/23
Odin 2 Portal,sd8g2,switch,Mario Kart 8 Deluxe,Perfect,System GPU driver,Citron,3.0.5,Runs at 60fps with update and DLC. System GPU is the best option for running this game on Citron. I have attempted with multiple Turnip drivers and have ran into drops in FPS and Colors in the game.,2025/07/23
Retroid Pocket 5,sd865,switch,#DRIVE,Perfect,Turnip 24.3.0 9v2,Eden,1,-,2025/07/23
Retroid Pocket 5,sd865,switch,Mario Kart 8 Deluxe,Great,Qualcomm 0.746.0,Citron,3.0.4,"NEAR perfect, I get lighting glitches with headlights and such but it's not the worst thing ever and most courses don't use them. I had system crashes and graphical issues with the turnip drivers i tried. I've gotten 3 stars on 150cc, mirror, and most of 200cc so it's definitely stable and transitions between races well.",2025/07/22
Retroid Pocket 5,sd865,switch,Pga Tour 2k21,Unplayable,Qualcomm 0.746.0,Sudachi,1.9.0,"Tested at 0.75x resolution and in high performance mode. The game experiences a sudden drop in frame rate after the first screen, then closes.",2025/07/22
Retroid Pocket 5,sd865,switch,Advance Wars 1+2: Re-boot Camp,Perfect,Qualcomm 819.1,Yuzu,1,-,2025/07/21
Retroid Pocket 5,sd865,switch,Teenage Mutant Ninja Turtles: Shredders Revenge,Unplayable,Turnip 24.3.0 9v2,Eden,1,"No matter the driver, no matter the update, no matter the dlc, this game doesnt boot on Eden.",2025/07/21
Retroid Pocket 5,sd865,switch,Lego Star Wars: The Skywalker Saga,Unplayable,Over 2 dozen drivers tested,Yuzu,1,"The intro crashes the game, but if you import a save which has played at least the 1st mission then you can skip it but once it reaches the menu it crashes your device or the app. I have managed to get into the game only 1 time but there were lots of visual bugs at 25 fps and it crashed 30 seconds later.",2025/07/20
Retroid Pocket 5,sd865,switch,Darkwood,Perfect,Qualcomm,Sudachi,1.0.5,-,2025/07/20
Retroid Pocket 5,sd865,switch,Persona 5 Royal,Great,Mesa Turnip 24.3.0 R9 v2,Sudachi,1.0.2,Accuracy: High,2025/07/20
Retroid Pocket 5,sd865,switch,Lego Jurassic World,Perfect,Turnip 25.2.0 R9,Yuzu,1,720/1080p Docked Mode,2025/07/20
Retroid Pocket 5,sd865,switch,Titan Quest,Perfect,Turnip 25.2.0 R9,Yuzu,1,720/1080p Docked Mode,2025/07/20
Retroid Pocket 5,sd865,switch,Unmetal,Perfect,Turnip 25.2.0 R9,Yuzu,1,720/1080p Docked Mode,2025/07/20
Retroid Pocket 5,sd865,switch,Date Everything!,Perfect,default,Yuzu,1,Prologue can crash if mashed through. Bit slow but fully functional.,2025/07/20
Retroid Pocket 5,sd865,switch,Anomaly Collapse,Perfect,Qualcomm 0.746.0,Yuzu,1,"Worked perfectly with Qualcomm 0.746.0 but not with any Turnip drivers. Shut down after hitting ""start game""",2025/07/19
Retroid Pocket 5,sd865,switch,Diablo 3: Eternal Collection,Perfect,Turnip 24.3.0 9v2,Eden,1,No issues first 10 mins of game. 60 fps default settings,2025/07/19
Retroid Pocket 5,sd865,switch,Night In The Woods,Perfect,Qualcomm 0.746.0,Yuzu,1.0.2,Played for around 30 minutes without any issues,2025/07/18
Retroid Pocket 5,sd865,switch,Super Mario 3d All Stars,Perfect,Qualcomm 0.746.0,Sudachi,1,Works flawlessly with a consistent 60 fps.,2025/07/18
Retroid Pocket 5,sd865,switch,The Elder Scrolls: Skyrim,Perfect,Qualcomm 0.746.0,Yuzu,1.1.392.3925134,-,2025/07/18
Retroid Pocket 5,sd865,switch,What The Golf,Perfect,Qualcomm 0.746.0,Yuzu,1,Worked great right out of the box with firmware 19.0.1,2025/07/18
Retroid Pocket 5,sd865,switch,Hunterxhunter Nenximpact,Perfect,Qualcomm 0.746.0,Yuzu,1,-,2025/07/17
Retroid Pocket 5,sd865,switch,Mario Kart 8 Deluxe,Perfect,Qualcomm 0.746.0,Yuzu,1,-,2025/07/17
Retroid Pocket 5,sd865,switch,Shadow Labyrinth,Perfect,Qualcomm 0.746.0,Yuzu,1,-,2025/07/17
